match_id,radiant_win
6,0.824701504693
7,0.755657238928
10,0.191502856101
13,0.857157876799
16,0.233426629589
18,0.369332762552
19,0.525707019415
24,0.563005641454
33,0.215841247293
37,0.669715137414
41,0.155418432318
42,0.332145263079
55,0.224827998968
60,0.670552397962
62,0.55329802105
63,0.607305236138
64,0.0866053649025
71,0.542704640626
72,0.315330023314
83,0.494051329978
85,0.785407812204
89,0.931845437887
92,0.758595295306
100,0.957352012025
102,0.885228949635
108,0.533033627098
111,0.774085448176
126,0.184752198089
130,0.0498493763302
140,0.790443607333
141,0.261024434103
152,0.840832373855
153,0.747227816417
159,0.555457716068
160,0.585543714515
163,0.611920906664
178,0.560103405088
179,0.360486212124
181,0.679721549036
196,0.147364418611
206,0.115174247013
209,0.540700894708
216,0.54534226974
228,0.0776266325209
230,0.422071493509
242,0.715479201026
245,0.170351052819
261,0.494482295566
274,0.477964956646
282,0.734222061435
289,0.514776192259
296,0.0923223564111
297,0.601692061406
302,0.298045312329
304,0.0225474865065
313,0.788759415883
316,0.494586216935
317,0.41209820464
344,0.882228272148
348,0.749627702011
352,0.507761703875
354,0.550463086063
361,0.456671426063
362,0.219433844846
363,0.742622760973
365,0.406269660249
375,0.29797180418
380,0.310631743131
384,0.53119797538
394,0.771211156175
399,0.607492424761
404,0.723048021174
406,0.640635928961
430,0.157239307851
432,0.318929014036
443,0.455881708533
463,0.61406430495
467,0.526099550288
474,0.173961704159
488,0.217665531238
502,0.909939717325
503,0.270235233999
507,0.283458486238
508,0.378911745401
509,0.44321393138
516,0.350746274523
528,0.275766775249
542,0.59963716877
547,0.174583438263
552,0.54570831383
555,0.614219628746
561,0.630154694801
569,0.806883382546
575,0.950200296617
576,0.810303256854
582,0.18404806963
585,0.445901029303
586,0.564205221171
590,0.791312182667
592,0.221280977899
598,0.386634470957
599,0.270596563785
600,0.724506421751
601,0.548156809276
603,0.315135965373
617,0.463155317643
628,0.458286005347
634,0.133662513285
635,0.307969346539
639,0.423877545574
644,0.648430738179
646,0.746284289535
650,0.0839838698043
659,0.841506604753
663,0.358626985964
668,0.646589870382
670,0.404744315743
678,0.408672536598
679,0.277870006098
686,0.786998788717
694,0.285027810168
696,0.895320609721
702,0.892674688855
709,0.381270177836
712,0.365115936068
723,0.218224097857
729,0.424727812992
733,0.733781719563
735,0.386948937469
737,0.366171938483
749,0.687150643767
752,0.476754553655
767,0.919022268688
771,0.121197524696
778,0.492584473356
780,0.742133952888
790,0.496113969555
797,0.349116238675
802,0.317611005398
805,0.711272796046
807,0.765388294376
808,0.848005576278
811,0.338434592649
815,0.129632923907
820,0.74832807543
838,0.159471237334
861,0.153832989428
886,0.224696159527
889,0.0997809078043
904,0.651121918803
913,0.429798273784
928,0.715053231989
931,0.619677293357
932,0.670170008905
945,0.742779105579
953,0.852591304709
955,0.341800596367
970,0.532558759654
972,0.421759451211
978,0.572287310708
982,0.782682397902
983,0.715710228972
984,0.334928942974
987,0.544616127938
1000,0.627771488753
1006,0.600046725451
1014,0.74683147757
1030,0.539605878576
1037,0.731479993127
1044,0.616173309826
1046,0.793196125673
1048,0.403407429595
1053,0.860200587368
1057,0.694178083828
1077,0.88325414769
1085,0.963241585979
1087,0.730469215143
1088,0.733952360953
1096,0.10802421352
1098,0.959237636499
1100,0.106258548382
1113,0.718152062487
1119,0.726939225269
1127,0.509311068505
1142,0.36036678204
1148,0.350816710161
1157,0.210245110664
1158,0.760719404483
1163,0.409082468871
1167,0.651706611172
1168,0.326588031677
1181,0.0594567134218
1183,0.232064362566
1191,0.571644918878
1192,0.168684432814
1198,0.785820151042
1216,0.162507219489
1218,0.649813267001
1221,0.964879823869
1222,0.315610796895
1225,0.144103432984
1226,0.440323202103
1230,0.205583390895
1242,0.734336262003
1247,0.669839311998
1253,0.33116026145
1259,0.607438514197
1271,0.857390100335
1282,0.528799625095
1284,0.949469046809
1293,0.416582395702
1294,0.610138365398
1298,0.442392205413
1306,0.616849206144
1316,0.707954636453
1321,0.308411954446
1331,0.439029579716
1336,0.181129834592
1341,0.546773690911
1348,0.508891878275
1356,0.859208321803
1384,0.277552502013
1389,0.60628686591
1391,0.603097593339
1413,0.800918420778
1419,0.621875927348
1426,0.828155376966
1440,0.66940087673
1445,0.576046619354
1465,0.408885017112
1470,0.478403993025
1472,0.475851011297
1484,0.544742955216
1485,0.103149908929
1486,0.891452184244
1488,0.562586397138
1498,0.0398696826506
1508,0.64670962648
1518,0.845318440007
1526,0.219169581527
1527,0.763793382612
1528,0.231602615695
1540,0.61813277241
1546,0.461570067953
1551,0.785648642374
1564,0.745028875649
1565,0.885517473826
1568,0.929322933962
1572,0.652522164357
1573,0.110409208645
1581,0.413080591197
1585,0.889839233064
1588,0.258753595907
1595,0.224116069797
1596,0.266325382773
1603,0.295110758485
1615,0.614363069228
1621,0.466586219197
1623,0.242149313864
1630,0.41527446118
1636,0.666703068036
1642,0.213531959441
1654,0.743803474649
1657,0.885130056185
1665,0.399091145062
1666,0.789740568979
1676,0.735488815576
1678,0.524766066779
1683,0.503438569607
1685,0.0598248333629
1687,0.0154214379716
1690,0.213800349414
1702,0.401546642521
1703,0.23112653706
1714,0.299550141194
1716,0.564415868192
1726,0.179660523887
1748,0.296351866783
1750,0.203555088863
1762,0.948034326879
1765,0.106631578271
1767,0.535635103735
1773,0.333696042986
1774,0.187849436163
1776,0.649999503034
1782,0.831982258368
1799,0.50378681471
1803,0.501985014693
1811,0.40912537229
1820,0.44959766251
1823,0.799155296133
1864,0.685441642655
1871,0.526226768661
1874,0.0806989764485
1878,0.331044113437
1888,0.696874869697
1895,0.816785968977
1896,0.44479714182
1899,0.537766464615
1901,0.563078438092
1903,0.646158788318
1913,0.155951522222
1935,0.790271843618
1946,0.224645229844
1958,0.798642710968
1960,0.543304868612
1968,0.334302758916
1969,0.539204888988
1973,0.251998778576
1974,0.502403487269
1977,0.442174762814
1992,0.63622658942
1995,0.190460465345
2001,0.774955088076
2017,0.480161619157
2018,0.223108633923
2020,0.364368011304
2021,0.290243339297
2027,0.395593652952
2036,0.567195183038
2040,0.186408817077
2041,0.161414584878
2047,0.906392550519
2049,0.329705287657
2059,0.279854725689
2066,0.255239186561
2068,0.51857609639
2069,0.716654466417
2081,0.420416411846
2083,0.555857319167
2084,0.888018520767
2085,0.940055924595
2096,0.465393187352
2104,0.187305962621
2105,0.156819766491
2110,0.352368941302
2112,0.0862570435227
2115,0.521704650414
2120,0.146024971309
2121,0.130346361402
2125,0.853765540117
2128,0.608171590577
2129,0.377858040341
2138,0.556227583532
2159,0.731242955319
2160,0.198894447213
2180,0.658296182709
2181,0.575503088314
2183,0.724613003247
2189,0.147536405637
2192,0.436467335861
2193,0.900892863677
2197,0.118108111076
2201,0.422289273003
2206,0.839709710412
2208,0.819878670176
2210,0.685729748202
2212,0.693986999946
2220,0.567759759153
2226,0.503663537069
2227,0.0593606272224
2229,0.369488134628
2233,0.192007136415
2234,0.889785696592
2237,0.343546837588
2238,0.573938844608
2246,0.352276570243
2248,0.279251790817
2265,0.371104346937
2268,0.387381195332
2270,0.701096708731
2276,0.818195828465
2278,0.840406165079
2290,0.598957396977
2298,0.388503374198
2305,0.101803865746
2320,0.61175689646
2325,0.48488235699
2329,0.861785565571
2342,0.620796802308
2352,0.192426456451
2387,0.696601589615
2397,0.208761708286
2399,0.673135439553
2401,0.62581035744
2404,0.291329257628
2411,0.685065980879
2422,0.648554770868
2424,0.777189824829
2425,0.217077289942
2429,0.174574235951
2433,0.552501112259
2434,0.668281374577
2436,0.0931951878842
2440,0.108489332373
2448,0.547426229404
2458,0.645396592433
2460,0.338494888393
2466,0.628703158859
2473,0.42645225992
2479,0.319327294462
2493,0.183534531497
2504,0.177743153767
2524,0.765533540632
2526,0.977976784066
2531,0.287700011849
2532,0.0675462259467
2546,0.489357239475
2561,0.854309531106
2565,0.15852748029
2570,0.561754397283
2579,0.593362388895
2581,0.211094579373
2592,0.751108486466
2593,0.377309629676
2594,0.268748472933
2618,0.793012067013
2628,0.396991848596
2638,0.45056997819
2647,0.617310584639
2654,0.715318406089
2655,0.552331870916
2669,0.206971086853
2674,0.536370427672
2677,0.685856615359
2687,0.345440156468
2689,0.231469934837
2694,0.648669835109
2702,0.269495356391
2704,0.925253068286
2706,0.893344276298
2712,0.0902636999485
2716,0.437938984023
2727,0.281546102681
2729,0.341824704446
2738,0.81164316775
2739,0.24468350757
2745,0.794182831919
2759,0.720347313242
2766,0.709241551506
2767,0.410614230391
2773,0.234730166345
2778,0.651324445387
2783,0.496223002608
2788,0.661990285092
2792,0.591525516633
2803,0.421219710441
2808,0.145160485871
2816,0.338533163945
2821,0.94555703955
2826,0.836273989706
2840,0.469305622397
2844,0.792843534697
2846,0.279371723557
2847,0.400207627358
2857,0.721381725441
2861,0.175447295181
2888,0.555792883182
2903,0.665232261494
2904,0.355732248926
2907,0.204860882013
2909,0.290902038018
2910,0.436581614943
2915,0.497480956908
2918,0.680645178761
2920,0.482633409309
2926,0.209659998406
2929,0.928406440039
2947,0.580187001818
2950,0.689590721859
